id,sentence,predictions
221,"Acheter français, devient un acte écologique car acheter des produits français sous-entendrait acheter des produits qui n'ont pas été fabriqués à l'autre bout du monde, et ainsi faire baisser la pollution en limitant le transport des marchandises, en diminuant leur empreinte carbone",1
223,"Elle était demeurée jusqu'à douze ans dans la maison, puis, malgré les pleurs de la mère, elle fut mise au Sacré-Coeur.",1
227,N'essayez pas de tout comprendre dès la première écoute.,0
228,"Et vous l'utilisez, un peu, beaucoup ou rarement ?",0
231,Je voyais de loin la petite masse sombre du rocher entourée d'un halo aveuglant par la lumière et la poussière de mer.,1
234,Il a précisé qu'il partait en vacances dès demain.,0
235,"Au programme, organisez un blind test et un karaoké en classe avec les artistes francophones des années 1960 et d'aujourd'hui.",1
237,"Puis, viennent la bouche et le menton",0
240,"Selon effectivement mon état d'esprit du moment, avec l'expérience, le fil du temps, je sais ce que je veux en tous cas",0
244,Toujours aucune trace du braqueur de la banque.,0
246,"Les garçons, vous auriez déçu vos parents, si vous aviez échoué.",1
247,Il faut planter deux arbres pour piéger les rejets liés au voyage aller-retour en avion d'une personne entre Milan et New York.,1
249,Le but: Interdire aux jeunes de certains quartiers de sortir entre minuit (parfois 22 heures) et 6 heures du matin s'ils ne sont pas accompagnés d'un adulte.,0
250,"Nous ne voulions pas d'ascenseur, mais un voisin qui loue son appartement en voulait absolument un pour attirer les touristes.",0
251,"Depuis quelques années, on enregistre une augmentation de la violence chez les jeunes.",0
254,"Dans la série Real Humans, des hommes tombent amoureux de leur robot.",1
263,"Ce soir, nous regarderons des photos dans l'album familial et nous nous souviendrons des moments agréables.",0
264,Sa société a déjà embauché deux développeurs chez Sayna l'an dernier et compte bien renouveler l'expérience en 2019,1
265,"Cependant, l'observation microscopique a révélé une différence à l'échelle cellulaire.",1
266,"""Je n'ai pas l'habitude d'être en compagnie de quelqu'un vingt-quatre heures sur vingt-quatre et sept jours sur sept"", reconnaît cette chroniqueuse culinaire.",0
267,"Un bienfaiteur est une personne qui apporte son aide, généralement en donnant de l'argent.",0
270,Je fis un mouvement pour m'éloigner.,0
271,me répondit-elle ; et elle hésitait.,1
272,"Quoi qu'il arrive, il faut rester motivé.",0
275,Les divorces grimpent en flèche.,1
276,"""Les jeunes filles peuvent aussi être découragées par un manque d'offre ou de créneaux horaires attrayants"", note l'Insee.",1
279,Un cinéaste qui adapte un livre au cinéma doit forcément prendre de la distance par rapport au livre,1
282,"Tel est en tout cas l'avis d'un avocat florentin, l'honorable Alessandro Traversi, qui a invité le scientifique à représenter les intérêts de son ancêtre lors de l'examen d'une fausse requête en révision du procès de Dante.",1
283,"Comme ça, je pourrais l'utiliser plus souvent !",0
288,"Désormais fiable, elle permettait d'exprimer de la distinction vis-à-vis de la masse populaire et du ressentiment face à la société pleine de promesses et de contraintes.",1
291,"Il s'agissait avant tout de franciser la République, de faire en sorte que tous les petits Français parlent français.",0
293,Ne vont-ils pas accaparer les affaires publiques à leur avantage ?,1
296,Marie-Sophie Germain est à l'origine d'une théorie scientifique reconnue.,1
297,"Sur la côte, ils chassent les phoques et les baleines tandis qu'à l'intérieur des terres, ils y élèvent le renne.",1
298,J'aime aussi me promener avec mes amis en rêvant de voyages que nous pourrions faire ensemble.,0
301,"Je suis l'itinéraire donné par Pierre, un ami français",0
304,"Ces choses faites, il revint tristement à son château de Grianta.",1
311,Ils auraient vu plusieurs versions de ce film.,1
312,"Contrairement à leurs aînés, partis à la retraite souvent usés par le travail et les problèmes de santé, les sexagénaires d'aujourd'hui ont à peine quelques mèches grises.",1
317,"Si un seul homme peut exprimer autant de haine, imaginez combien d'amour nous pouvons exprimer ensemble.",1
329,Il n'y a pas beaucoup de différences dans le développement du langage entre un enfant bilingue et un enfant monolingue.,0
333,Chacun se devait d'assister à la messe et de participer aux fêtes collectives et aux réunions familiales.,0
335,"Quand l'ange apparaît la première fois, que conseille-t-il à Azaël ?",0
340,"Le dernier soir, ils avaient réservé une table dans un des restaurants les plus romantiques de Florence, histoire de finir leur séjour en beauté",0
342,"Une histoire très touchante, servie par la plume d'Anna Gavalda qui n'a pas son pareil pour dire simplement les émotions et les sentiments les plus forts.",1
343,"En Ethiopie, la date de la Fête des mères n'est ni fixe, ni déterminée à l'avance : elle dépend directement de la fin de la période des pluies !",1
347,"Alors il réunit en son palais les bûcherons, les forgerons et les tailleurs de pierre, ceux qui portent de lourds fardeaux , ceux qui des outils pesants , ceux qui travaillent dans les carrières ou dressent debout les colonnes des édifices, tous ceux enfin qui luttent avec les choses inanimées.",1
349,Il réalise que toute cette histoire n'était qu'un rêve.,0
350,"Les résultats indiquent d'abord qu'à 6 mois, environ un quart des enfants ne dormait jamais 6 heures consécutives et que la moitié des enfants ne dormait jamais 8 heures consécutives.",1
351,Son utopie était celle d'un monde sans argent.,1
353,Cela lui paraissait invraisemblable.,1
356,Ses enfants l'ont traité de fou.,0
358,"Elle quitta son palais, loua deux chambres à un cinquième étage, renvoya tous ses gens et jusqu'à sa femme de chambre remplacée par une pauvre vieille faisant des ménages.",1
362,"Je préfère le mauve, cette couleur tempérée, mélange de la rouge chaleur africaine et du froid bleu européen.",1
363,Ce sont des organes internes comme le cerveau qui est logé dans la tête,0
364,Une meilleure protection de la vie privée conjuguée à des mesures allant dans le sens d'une meilleure gestion des risques de sécurité numérique pourraient contribuer à promouvoir la confiance.,1
367,"S'ils étudient de manière plus assidue, ils n'auraient plus desoin de redoubler.",1
368,"Tous les ans, Jean passe ses vacances dans un grand hôtel du Sud de la France",0
369,"Si la plupart des habitants saluent cette loi comme un pas en avant pour la protection de l'environnement, certains commerçants s'inquiètent, comme dans ce magasin de bricolage où certains produits sont trop larges ou trop lourds pour des sacs en papier",1
379,"Après avoir entendu vos opinions, je voudrais annoncer ce que je pense.",0
380,La peur du huis clos de la retraite.,1
381,Il y a beaucoup d'avantages à Paris,0
382,Quelles tâches pourraient-ils accomplir?,1
389,"À force de ne pas faire attention, vous allez finir par vous faire mal !",0
391,Ils se sont fait des copains et sont heureux de vivre en France,0
397,"Les serveurs sont mal organisés, c'est dommage.",0
398,"Lorsqu'elle a été construite, la tour Eiffel était le monument le plus élevé du monde (elle l'est restée pendant quarante ans)",0
400,"Très robuste, il était particulièrement apprécié pour la chasse au caribou et les déplacements en traîneau.",1
404,Il ne tient pas sa promesse car il est tourmenté par sa femme et le magicien.,0
406,La météo est le sujet de prédilection sur les réseaux sociaux,0
410,Ascagne jura de se venger de Fabrice.,1
411,"Il est ""entré en mode veille"", selon l'Agence spatiale européenne (ESA).""On ne reçoit plus de données. On a perdu le contact"" samedi vers 00h36 GMT (01h36 heure de Paris), a déclaré Philippe Gaudon, chef du projet Rosetta au CNES (Centre national d'études spatiales) à Toulouse (sud de la France).",1
414,"Or, aujourd'hui, ces appareils commencent à peine à arriver en fin de vie. Beaucoup d'entreprises ont donc attendu ce moment pour se préparer réellement à les traiter.""",1
421,"Quand bien même un consommateur modèle limiterait ses achats à des produits fabriqués dans l'Hexagone par des entreprises françaises, il serait vite rattrapé par la dure réalité",1
422,"En outre, nous espérons réduire les délais de commande en exigeant des sous-traitants une très grande réactivité.",1
425,"Enfin, il faut savoir que l'éducation complète d'un chien guide coûte très cher et qu'en France, les dix écoles sont entièrement financées par des dons.",1
428,Il ne faut pas utiliser de mots familiers pendant l'entretien,0
432,"Les grandes villes proposent depuis longtemps des moyens de transport, mais ces derniers ont aussi leurs inconvénients.",1
440,"Si elle avait un caractère plus commode, elle nouerait plus d'amitiés sincères.",1
441,"Souvent, lorsque l'on a un animal à la maison, on souhaite qu'il ne manque de rien et encore moins de nourriture.",0
443,"Au milieu des chasseurs, il débrouilla des pistes et suivit tout le long du jour les bêtes égarées ou blessées.",1
444,"Personne n'en a autant fait, depuis dix ans.",0
446,"On est cette génération qui consomme beaucoup d'images par les réseaux sociaux et ça peut être suffisant, mais il y a toujours une petite frustration",0
449,L'écran de mon moniteur s'est figé et les commandes ne répondent plus.,0
457,Il a également la possibilité de verser des indemnités kilométriques à ceux qui utilisent leur véhicule personnel pour se rendre au travail.,1
458,"Aujourd'hui, elle fait encore partie des plus exposées",0
459,"Voilà une cascade de sottises qui donnera beau jeu aux rieurs, et que je recommande à votre bonne humeur et à vos nuits blanches à force de rire.",1
460,Il coinça le téléphone entre l'oreille et l'épaule tout en attrapant son jeans.,0
461,"En raison de la sécheresse qui a réduit les récoltes, le même gouverneur Bradford proclame une journée de jeûne et de prière",1
464,Tu es heureuse que les spectateurs aient applaudi.,0
469,"Et puis, dans la famille, personne chantait",0
472,"On dansera sur les tubes du Club Dorothée et ""Le Prince de Bel Air""",1
476,"Les gens présents ne peuvent pas la rater, encore moins les téléspectateurs des diverses chaînes présentes.",0
479,Surtout avec les nouvelles technologies.,0
480,"Le but n'est pas de fabriquer une génération d'ingénieurs informaticiens, explique David Wilgenbus.",1
481,"Je te le suggère, je te le propose, je te le recommande.",0
485,Les attitudes xénophobes sont considérées comme une violation des droits de l'homme.,1
486,C'est lui redonner confiance en lui.,0
490,"Le bison a toujours été un animal sacré pour les Indiens des plaines, crucial dans leur culture.",1
494,"Il s'arrêtait toutes les quatre ou cinq brasses pour écouter la cloche mais, à chaque halte, elle semblait plus éloignée.",1
496,"La construction des motocyclettes est particulière ; les châssis sont conçus en fonction de l'utilisation de la machine, et des contraintes à supporter.",1
497,"La construction de routes et d'infrastructures dans les forêts entraîne le plus souvent un afflux de population incontrôlable, ce qui ne fait qu'accroître le déboisement.",1
500,Plus personne ne sautait sur le canapé depuis longtemps.,0
506,Comment le prince est-il vêtu ?,0
507,"En bas, les touristes de toutes les nationalités s'impatientent au milieu des revendeurs à la sauvette",1
508,"""Lire, écrire, compter"" ne sont plus les seuls apprentissages indispensables.",1
510,Tous peuvent reprendre des forces après un long jour de marche.,0
512,"À partir de maintenant, il travaillera avec nous dans l'équipe commerciale en tant que responsable des ventes.",0
514,"Sont éligibles les forêts d'arbres de plus de deux mètres, dont le feuillage recouvre plus du dixième de la surface.",1
515,Une manière originale d'aborder la question du réchauffement planétaire qui pourrait inciter au dialogue.,1
519,"Au final, dans le désert, une boisson chaude se révèle rafraîchissante !",1
520,"hier soir à sept heures et demie j'arrivais à mon marronnier ; il avait des feuilles, de jolies petites feuilles déjà assez grandes !",1
521,"C'est le retour aux sources : les gens veulent faire leur potager, veulent partir de leurs propres légumes et veulent choisir lesquels, et là, le phénomène va vraiment être là pour durer et se prolonger pour les prochaines années.",1
523,Elle est devenue au fil du temps une fête chrétienne.,0
525,"Les invités voulaient boire du champagne, mais il n'y en avait plus.",0
527,s'écriait la marquise.,1
528,"Mais cette année-là, l'hiver est très rude.",0
548,"En cas d'égalité, la vice-présidente Kamala Harris dispose d'une voix pour départager le vote.",1
549,D'autant qu'il n'y a pas vraiment d'effort pour que tout cela soit crédible.,0
552,Elle descendit l'escalier à toute vitesse et courut le rencontrer.,1
555,"Les sociétés modernes demandent beaucoup aux jeunes ; elles exigent qu'ils soient libres et sérieux, autonomes et prévoyants, originaux et conformes.",1
559,L'apprentissage du code et plus largement d'une culture générale du numérique à l'école est une mesure réclamée depuis longtemps par l'Académie des sciences.,1
560,"Acheter français, c'est préserver l'emploi en France et éviter d'éventuelles fermetures d'usine synonymes de chômage et de paupérisation",1
561,Comment les reconnaître?,0
562,"A propos de pansement, Djokovic en portait toujours un, imposant, sur le côté droit de sa sangle abdominale.",1
564,"Les véhicules seront autonomes, plus besoin de chauffeurs, les opérations chirurgicales seront robotisées, les mines seront exploitées par des robots.",1
568,"Sans cette pluie qui ne cesse de tomber, nous nous serions amusés.",1
569,"A cause de la crise, l'entreprise doit licencier une centaine de salariés.",1
572,La fête est arrivée au 19e siècle aux États-Unis et au Canada grâce aux nombreux émigrants venus d'Irlande et d'Écosse,1
573,"Après avoir bu une tasse de thé dans un café, je rentre chez moi en bus",0
574,Lucie a postulé pour travailler comme monitrice dans un camp de vacances international cet été,1
576,"A l'époque actuelle, le désir réside dans la consommation d'objets de plus en plus sophistiqués et qui reflètent la nouveauté",1
577,"C'est devenu un rituel, désormais en vigueur dans de nombreuses familles, encore qu'en France le phénomène portable n'ait pas remporté auprès des adolescents le même succès que dans les pays scandinaves.",1
579,"Et puis, on revient en Europe maintenant avec la vague de chaleur qui touche le continent et qui n'épargne aucune partie de cette partie du monde même celle située la plus au nord en Scandinavie y compris, le thermomètre grimpe en flèche",0
580,Notre jogging matinal est devenu une course d'obstacles où on évite tous les autres passants,0
584,"Les bateaux étaient serrés les uns contre les autres, et s'ils n'avaient pas été équipés de défenses, ni le leur ni ceux des voisins ne seraient restés intacts.",1
587,L'interdiction de la cigarette électronique serait désastreuse pour ces entreprises.,1
588,"Quand on m'a proposé de jouer dans ce film, j'ai répondu oui tout de suite, j'ai dit que j'avais attendu cette occasion toute ma vie.",0
592,James a ensuite rejoint le quartier moderne de la Confluence où le fleuve de la Saône se jette dans le Rhône,1
594,Le premier part à sept heures vingt cinq et le deuxième part à neuf heures et demie,0
598,La plupart des spectateurs ont apprécié la pièce de théâtre.,0
600,Les exportations de cacao ont doublé par rapport à l'année dernière.,1
605,"En faisant le choix de manger un fromage AOP, on fait plus que manger du fromage : on goûte aussi son terroir, on participe au maintien des paysages et des traditions du fromage concerné.",1
607,"Tout le monde la regardait, parce que dans la classe on est ensemble depuis l'école primaire, alors, évidemment, l'arrivée d'un nouveau ou d'une nouvelle, c'est un événement.",0
610,"Si vous étiez arrivés à l'heure comme convenu, vous auriez vu le début du reportage auto-biographique sur l'auteur contemporain le plus convoité du moment.",1
614,Il est impératif de tenir votre chien en laisse lorsque vous le promenez.,0
615,"Aujourd'hui, Madagascar, c'est 700 personnes qui sortent des écoles en informatique.",0
616,"Tout d'un coup, il proteste contre un monsieur bleu.",0
617,Et une forêt bien aménagée pourra ultérieurement fournir une nouvelle récolte de bois.,1
618,"Passez-les dans la farine, puis dans l'oeuf battu et enfin dans la chapelure.",1
627,Mon chapeau s'est envolé quand je suis monté sur le voilier.,0
631,N'avait-elle pas promis que les politiques économiques menées en Europe apporteraient la prospérité et le plein-emploi ?,1
632,Ils travaillent avec un nouveau directeur dont ils se plaignent beacoup.,0
636,"Certains, comme les Bédouins, sont des Blancs à la peau mate et tannée par le soleil.",1
638,"Au menu de ce midi, ce sont les restes du repas",0
639,Le choix de l'hôtel dépend bien sûr de votre budget mais aussi de vos envies.,0
642,"À droite, l'artiste peint un arbre touffu, tout à la fois prometteur et inquiétant.",1
644,"Les démocrates ""vont être de plus en plus en colère quand ils vont voir que le Sénat tue toutes leurs priorités"", prévoit Larry Sabato, politologue à l'université de Virginie.",1
646,"Sur les blogs, ça les a rendu fous.",0
648,"Ainsi, les likes, tweets, partages et autres messages sont, pour elles, autant de signes de reconnaissance sociale et deviennent une véritable monnaie d'échange affectif.",1
650,"Pour moi l'école d'aujourd'hui elle ne marche pas parce que justement on tente de la faire reposer sur des histoires, enfin sur des valeurs comme vous dites, qui sont du passé.",0
658,Les maths font-elles peur aux femmes ?,1
664,"Je voulais faire de la musique pour essayer avec mes potes et en voyant que ça a pris, je m'y suis mis sérieusement",0
668,Nous avons indiqué que sa femme était venue la semaine dernière et qu'elle nous avait dit beaucoup de bien du film.,0
676,J'ai peur qu'il soit parti sans laisser d'adresse,0
681,"Autrement dit, avoir une ""vraie"" vie sociale satisfaisante conduirait à passer moins de temps sur les réseaux sociaux.",1
684,"En effet, il n'est pas normal qu'un enfant ou un ado de moins de treize ans erre en pleine nuit dans les rues.",0
688,"En fin de compte, la Révolution a conduit au remplacement de la monarchie absolue par une monarchie constitutionnelle, qui, à son tour, sera remplacée par la Première République",1
694,"Certains responsables craignent que le protocole ne handicape la croissance économique, tandis que d'autres mettent en avant les profits que rapporterait la vente de permis de polluer.",1
695,Le canal a été construit il y a seulement quatre-vingts six ans.,0
704,"Tout d'abord, en externalisant la chaîne de production, nous diminuerons les coûts d'investissement pour la production et les frais de stockage des produits.",1
708,"Il me pose quelques questions sur ma vie, j'ai peur de ne dire que des sottises et je réponds à peine.",0
713,Je reçois par exemple des couples franco-espagnols qui n'ont qu'une envie : que leur enfant apprenne l'anglais.,0
716,"Son oncle la toisait avec une expression de fureur contenue, et elle n'osait pas croiser son regard.",1
717,"Il signifie ""avoir le courage de faire quelque chose"".",0
721,Elle a la même silhouette élancée que les grands mannequins.,1
724,"Si vous aviez cherché ces actes convenablement, vous les auriez trouvés du premier coup.",1
731,"Beaucoup de félins avaient des bijoux autour du cou, en métal ou avec des perles de verre et de coquillages.",1
735,Ce sera l'étude la plus complète sur les changements climatiques régionaux.,1
737,"Dans 97 % des collèges, l'utilisation du portable est interdite.",1
745,"Près de 100 squelettes complets d'animaux ont été découverts jusqu'ici dans une zone relativement petite de 100 m², à l'ouest du Grand Temple.",1
749,"Finalement, que réalise le berger une fois qu'il a repris ses esprits ?",0
752,"À mon avis, il faut s'entraîner et se préparer aussi bien que possible pour les épreuves de toutes sortes.",0
753,Combien le voyageur doit-il payer pour dormir chez le pêcheur ?,0
758,"Un résultat largement inférieur à celui des déchets ménagers, qui forment la grande majorité des quelque 2 millions de tonnes de déchets électroniques produits chaque année en France, selon l'Agence de l'environnement et de la maîtrise d'énergie (Ademe).",1
760,"Oui, avec ce grand soleil, je commence à réfléchir à des projets de vacances.",0
763,"L'Esprit de l'hiver, qui avait déclenché cette tempête, avait décidé de les lui laisser.",0
766,Le développement des technologies a permis une augmentation importante de la productivité et a soulagé les hommes de nombreuses tâches ingrates ; pourtant le travail occupe encore une très large place dans nos existences.,1
770,"Ce n'était ni un bateau, ni un avion, mais un moyen de transports terrestre.",0
775,"Pour autant, cette révolution attendue ne signera pas la mort du livre papier.",1
776,Je ne vois pas ce qu'il y a d'incompatible à enseigner des valeurs et en même temps de nouvelles techniques.,0
780,"Ce phénomène, source de stress, est répandu puisque la moitié des personnes étudiées perçoivent des signaux fantômes au moins une fois par semaine.",1
782,"Dans une récente synthèse des recherches menées sur les grands usagers des smartphones et des réseaux sociaux, les chercheurs ont mis en évidence une plus grande probabilité de souffrir de certains problèmes psychologiques : anxiété, dépression et addiction.",1
786,"Candide s'enfuit au plus vite dans un autre village : il appartenait à des Bulgares, et des héros abares l'avaient traité de même.",1
797,"Il est maintenant un symbole de fête, autour duquel les gens se réunissent pour célébrer Noël !",0
798,La pudeur vous défend de voir ma lame nue ?,0
802,"Le premier numéro d'Epic, c'est son nom, vient de sortir : entre le livre d'art et le magazine, la revue se propose de raconter le monde en photos et en récits",1
806,"Ce constat est simple : la collecte des informations étant désormais, en grande partie, confiée aux ordinateurs, pourquoi demander aux élèves de mémoriser par coeur des données que l'on peut relativement facilement retrouver sur l'internet ?",1
808,"On va effectuer de petites pressions sur votre dos, avec les pouces.",0
811,"C'était en automne, au temps où les serpents vont dormir dans la terre, et le berger en entendant un petit bruit, leva la tête pour voir quelle en était la cause.",0
812,"Pourtant, évoquer cette histoire reste très douloureux pour moi",1
814,"Dans l'avion qui le ramenait d'Irak, lundi matin 8 mars, le pape François a commenté sa visite intense et pleine de gestes et de rencontres symboliques de trois jours au cours d'une conférence de presse.",1
817,Mes voisins auraient recueilli un beau petit chat abandonné.,1
818,"Nous avons beaucoup de chance de pouvoir manger des légumes frais du jardin tous les jours : salade, tomates, carottes, chou, radis, pommes de terre, .",0
820,La comtesse pleurait de joie et d'angoisse.,1
822,La dernière enquête sur les valeurs des Français dessine un pays soucieux de liberté dans la sphère privée et d'égalité dans le domaine social.,1
824,"Enfin, Pâques n'a pas de date fixe, c'est un dimanche compris entre le 22 mars et le 25 avril.",0
826,L'alimentation jouerait donc un rôle dans l'apparition des troubles mentaux.,1
831,"Afin de préserver le fondant de ces croissants, refermer le sachet soigneusement après ouverture",1
832,"Demain, on prévoit de faire une promenade dans le quartier de la Petite France, il paraît que c'est le plus beau de Strasbourg",0
834,"Le corps humain comprend une tête, un tronc et quatre membres",0
836,"Les entreprises qui en vendent ont été littéralement dévalisées, avec notamment explosion des commandes par téléphone, et en ligne.",1
837,"Et on les enferma dans une petite boîte en bois, découverte, tapissée de rouge, et qui contenait quatre chaises de même couleur, si rapprochées qu'on pouvait à peine se glisser entre elles.",1
842,"Comme son nom l'indique, le fromage AOP a une appellation d'origine protégée.",1
844,"Par exemple, une connexion permanente offre aux personnes s'ennuyant dans la vie, stimulations et divertissements, mais uniquement à très court terme.",1
847,Je l'ai revu depuis noyé de carburant,0
848,Ce sont les propos que Benoît Hamon a tenus au JDD mi-juillet.,1
849,"Une étude récente montre cependant que les cyclistes sont d'abord demandeurs de plus de sécurité et de stationnements vélo, aux abords des gares en particulier.",1
850,La multiplication des nouvelles technologies va-t-elle nous faire perdre la tête?,1
851,Aussitôt que le registre du commerce aura reçu le dossier de modification.,1
852,Je crois que le contrat va être signé et que nous pourrons commencer à travailler avec lui très vite,0
855,Peu de gratitude anime Kassák.,1
856,"Le presbytère est situé derrière l'église, avec laquelle il communique par le cimetière.",0
862,"Nous passons notre temps à établir, désétablir.",1
865,"Avec leur directrice, Patricia Rodriguez, les élèves de la grande section de maternelle ne se lassent pas de ce spectacle",1
868,Cette douceur contraste avec les températures sibériennes d'il y a une semaine.,1
871,La délinquance des plus jeunes reste le fait d'une minorité.,1
875,"Les enfants, vous vous tairez lorsque je signalerai de le faire.",0
880,"Il apprit à courir, à lutter, à sauter, à lancer au loin de lourdes pierres, à franchir les murs, à frapper des deux mains, à dresser de jeunes chevaux, à franchir à la nage les rivières.",1
890,Mais croyez-vous pour autant que ce monde n'a pas besoin d'apprendre la tolérance ?,0
893,"Les broches également, très pratiques aussi, en les accumulant, et les petits boléros par-dessus",1
896,"Ensuite, nous sortions pour notre promenade au parc, où nous retrouvions quelques amis",0
898,Marie et Laurent se furent téléphoné tous les jours dès les premières heures de l'aube.,1
900,"Il était temps pour eux de migrer vers l'Afrique, en attendant le prochain été.",0
